Country Name,Region,Income Group,Happiness Score,Year,SP.POP.DPND,GC.XPN.TOTL.GD.ZS,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD.ZG,NY.GDS.TOTL.ZS,NV.IND.MANF.KD.ZG,SH.DYN.NMRT,SH.DYN.MORT,SP.POP.TOTL,AG.SRF.TOTL.K2,GC.TAX.TOTL.GD.ZS,NE.TRD.GNFS.ZS,SL.UEM.TOTL.NE.ZS
Armenia,Europe & Central Asia,Upper middle income,4.35,2015,44.412258766251604,25.077981348841895,10553337672.9872,3.20000000000005,8.808285265470928,-5.5,7.4,14.0,2916950,29740.0,20.931220827140997,71.5932653468932,11.727580022811898
Armenia,Europe & Central Asia,Upper middle income,4.36,2016,44.894943318981596,25.7115181584805,10546135160.031,0.200000000000003,9.249531332653222,11.100000000000101,7.0,13.3,2924816,29740.0,21.2773752756378,75.9178800280663,10.945033444298637
Armenia,Europe & Central Asia,Upper middle income,4.37599992752075,2017,45.431545263208,22.6118118808271,11536590635.8268,7.499999999999889,8.43363812414353,5.899999999999861,6.7,12.6,2930450,29740.0,20.764203925028998,86.86809418338609,17.7045001983643
Australia,East Asia & Pacific,High income,7.284,2015,51.085457904065706,26.789560158973302,1349034029453.37,2.35113644074406,24.6218709217444,-1.41569403420225,2.3,3.8,23850784,7741220.0,22.042809811743396,41.5473873260458,6.05569982528687
Australia,East Asia & Pacific,High income,7.313,2016,51.863048319563894,26.9626368700003,1208039015868.39,2.82731051096303,23.0301324894373,-2.3620214870263396,2.2,3.7,24210809,7741220.0,22.2892931084765,40.7714731948103,5.71080017089844
Australia,East Asia & Pacific,High income,7.28399991989136,2017,52.7093363336846,26.706707151666002,1323421072479.07,1.9575754216065901,24.6361251114135,-1.7994756494796202,2.1,3.5,24598933,7741220.0,22.2131799644844,41.8929700625283,5.59380006790161
Austria,Europe & Central Asia,High income,7.2,2015,49.1656666425614,46.191525364639304,382065930307.97797,1.09185423166194,27.499755655533,0.647181388570857,2.3,3.7,8642699,83879.00390625,26.7793872371983,102.13601041785499,5.72270011901855
Austria,Europe & Central Asia,High income,7.119,2016,49.529836845914794,45.57307207773,390799991147.46796,1.4509154382148501,27.294214735865804,1.29132987519694,2.2,3.6,8736668,83879.00390625,25.6665724682797,101.167012721198,6.013800144195559
Austria,Europe & Central Asia,High income,7.00600004196167,2017,49.9096377546054,17.4107840488182,416595666396.636,3.0352726788756903,28.3679886969999,6.75539356546058,2.2,3.6,8809212,83879.00390625,10.494625561838,104.707771937866,5.499000072479251
Azerbaijan,Europe & Central Asia,Upper middle income,5.2120000000000015,2015,40.1514174415463,24.788709084222102,53074370486.0433,1.0999998090951002,30.9016182420008,7.70000395067927,13.6,26.4,9649341,86600.0,15.603162927546899,72.6015079073189,4.96000003814697
Azerbaijan,Europe & Central Asia,Upper middle income,5.291,2016,40.8816025988089,28.36930108799399,37867518957.1975,-3.10000020204575,28.4594837915307,-1.5994973775959798,12.6,24.6,9757812,86600.0,17.201812179425037,90.0773187345677,5.0
Azerbaijan,Europe & Central Asia,Upper middle income,5.2340002059936515,2017,41.4331825466844,25.47321094749868,40747792237.9735,0.09999981390036801,30.860867097929603,-1.80000055227445,11.8,23.0,9862429,86600.0,16.226927540422203,90.6635906985233,5.0
Burundi,Sub-Saharan Africa,Low income,2.905,2015,89.59206347996599,16.095473640154356,3104394858.11518,-3.90000308649554,2.1644155807428698,5.218796856232305,23.4,67.1,10199270,27830.0,15.968009034510498,22.850711085490698,5.029224991798399
Burundi,Sub-Saharan Africa,Low income,2.905,2016,90.11978822581949,16.8631950311951,2959185295.3901896,-0.600019999969277,-1.04831213964206,4.196214660147098,22.8,63.9,10524117,27830.0,15.794756252944413,23.0561784121918,1.36699998378754
Burundi,Sub-Saharan Africa,Low income,2.90499997138977,2017,90.6828165379212,17.381392803189584,3172416146.3921,0.500009999947835,5.0538670653446305,4.844105551947328,22.1,61.2,10864245,27830.0,17.717523008111915,69.73113335014123,13.39870023727415
Belgium,Europe & Central Asia,High income,6.937,2015,54.193605740924,42.0115016067884,455039563132.776,1.42695680945808,24.9371603778299,3.4296332416164903,2.2,4.0,11274196,30530.0,24.6673759202321,160.229325319499,8.48200035095215
Belgium,Europe & Central Asia,High income,6.9289999999999985,2016,54.798393905233205,41.445087224873,467545548764.57104,1.4122920154533898,25.2824374889987,0.349411429841282,2.1,3.9,11331422,30530.0,23.1360261343397,164.54470262914302,7.8296999931335405
Belgium,Europe & Central Asia,High income,6.89099979400635,2017,55.4384261393054,17.4107840488182,492681283049.248,1.72976676241763,25.3294742661379,-0.465969475002765,2.1,3.8,11372068,30530.0,10.494625561838,169.402711456732,7.08620023727417
Benin,Sub-Saharan Africa,Low income,3.34,2015,86.0977848350733,16.095473640154356,8291155880.59505,2.0958083832335,14.396998246257999,8.15513626834381,33.7,103.7,10575952,114760.0,15.968009034510498,58.797884775072404,5.029224991798399
Benin,Sub-Saharan Africa,Low income,3.484,2016,85.53419054651391,16.8631950311951,8573159696.6112795,3.96485991037314,10.6857552054955,4.62812560573755,33.1,101.0,10872298,114760.0,15.794756252944413,61.090656652282895,1.36699998378754
Benin,Sub-Saharan Africa,Low income,3.65700006484985,2017,84.8857675229008,17.381392803189584,9246696923.66155,5.8378233047089605,10.840847247154601,7.174942610506389,32.7,98.3,11175692,114760.0,17.717523008111915,67.5771284358836,13.39870023727415
Burkina Faso,Sub-Saharan Africa,Low income,3.587,2015,92.24046149708022,14.9810451754907,10419303761.3524,3.89454805671508,14.0878397894878,-2.40793310620556,26.6,88.4,18110624,274220.0,15.0749297615291,47.9479044078272,5.029224991798399
Burkina Faso,Sub-Saharan Africa,Low income,3.739,2016,91.561139777724,17.3288642188692,10886363726.8422,5.93413510489553,15.103828433764699,4.26505510700352,26.0,84.5,18646433,274220.0,16.6565904125771,51.9403785151064,1.36699998378754
Burkina Faso,Sub-Saharan Africa,Low income,4.03200006484985,2017,90.8034241937068,21.114438472046498,12322864244.9183,6.302096058924559,17.2205872307847,4.700654215762941,25.4,81.2,19193382,274220.0,17.426998883364902,52.3406940524368,13.39870023727415
Bangladesh,South Asia,Lower middle income,4.694,2015,52.5785110798697,9.005884870342259,195078678697.23,6.55265279631962,22.1584701382232,10.31057686857,20.7,36.4,161200886,147630.0,8.49834882820801,42.0859963070382,3.561966737111413
Bangladesh,South Asia,Lower middle income,4.643,2016,51.465423470450204,9.418916280730409,221415188000.475,7.1134894741232,24.9777492623627,11.6908152010428,19.5,34.3,162951560,147630.0,8.76502765162342,37.9542963529911,4.349999904632569
Bangladesh,South Asia,Lower middle income,4.60799980163574,2017,50.3040615510256,16.5626994453509,249723862487.36102,7.284184091951129,25.329251440114398,10.9652075940901,18.4,32.4,164669751,147630.0,12.541425652015601,35.304000090696704,4.3723001480102495
Bulgaria,Europe & Central Asia,Upper middle income,4.218,2015,51.7058584581101,34.7890312412504,50201314894.5817,3.4711860409071402,21.3365592174785,4.83269191221834,4.1,8.3,7177991,111000.0,20.2013712641913,128.06101482130398,9.14330005645752
Bulgaria,Europe & Central Asia,Upper middle income,4.217,2016,52.8289936362545,32.361753957293104,53240950226.2443,3.9367581489791,23.4575586954212,5.968127638904459,3.9,7.9,7127822,111000.0,20.0410294273877,123.64379050249701,7.57460021972656
Bulgaria,Europe & Central Asia,Upper middle income,4.71400022506714,2017,53.9349843584801,25.47321094749868,58220973782.7715,3.8112481584430498,23.747828883885497,6.100968785536129,3.7,7.5,7075991,111000.0,16.226927540422203,131.075933394364,6.1644001007080105
Bahrain,Middle East & North Africa,High income,5.96,2015,30.164307110170302,32.68499282959282,31125851063.8298,2.8619678250822203,37.299843121439,3.20133459974186,3.2,7.6,1371855,778.000030517578,12.620899873399136,154.067392842373,3.7184200108051306
Bahrain,Middle East & North Africa,High income,6.218,2016,29.2565420904034,25.7251872210295,32152686170.2128,3.21593363864166,37.871575205076205,5.2093780604358395,3.2,7.5,1425171,778.000030517578,16.557453937565345,139.553543142304,2.8767004042863853
Bahrain,Middle East & North Africa,High income,6.08699989318848,2017,28.359541285587103,4.0986390395129595,35307127659.5745,3.88483053415689,43.3552044391276,1.04972747459794,3.1,7.3,1492584,778.000030517578,0.066983605823316,134.33758256774587,3.455040052533151
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,4.949,2015,43.2557828613795,36.9160703202984,16209702863.6235,3.07682267108953,-3.79499115837574,6.39335426551585,4.2,6.0,3535961,51210.0,19.9364771928983,88.08738013415122,27.649999618530302
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,5.1629999999999985,2016,43.5833619126941,35.3266106177172,16911088173.7458,3.1440699976249395,-0.867674598698115,5.38680471720028,4.1,5.9,3516816,51210.0,19.9541372036541,87.76174106816629,25.4099998474121
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,5.18200016021729,2017,44.2969251778604,25.47321094749868,18054854788.5214,3.18620256141375,1.16499552619581,8.19783215969878,4.0,5.7,3507017,51210.0,16.226927540422203,94.56673835498371,20.4699993133545
Belarus,Europe & Central Asia,Upper middle income,5.813,2015,43.8254479495254,28.110499205426002,56454734396.5842,-3.8295705582838195,32.2008910929742,-6.336955829559329,1.7,4.1,9489616,207600.0,14.173094465420402,115.91482620194598,1.0
Belarus,Europe & Central Asia,Upper middle income,5.8020000000000005,2016,44.966823973522,29.417053797115503,47749057078.1996,-2.52644643552361,29.837070427282,-0.05001830759921701,1.6,3.9,9501534,207600.0,13.788235612381401,125.209322899662,5.84000015258789
Belarus,Europe & Central Asia,Upper middle income,5.5689997673034695,2017,46.0726556628326,29.474681244498502,54456465472.6162,2.4219043735668997,30.515689312636102,6.951049674006809,1.5,3.7,9507875,207600.0,13.0869723961254,134.105362218272,5.650000095367429
Belize,Latin America & Caribbean,Upper middle income,5.956,2016,55.660473402901495,22.718199863808024,1806646250.0,-0.588023649731511,10.3467903581014,-7.53825238235709,9.2,14.9,366954,22970.0,14.083486672750773,112.219874255959,7.90999984741211
Belize,Latin America & Caribbean,Upper middle income,5.955999851226809,2017,54.4961611096908,21.889419377476447,1862614800.0,1.4372889463194298,14.1173526592831,0.9992982403044979,8.8,14.2,374681,22970.0,12.363918853578701,111.827101878499,6.59549999237061
Bolivia,Latin America & Caribbean,Lower middle income,5.89,2015,63.694793080274295,20.371775584015236,33000198263.3864,4.857187894911999,14.0850239157884,4.57660301616825,19.9,37.5,10724705,1098580.0,16.6878692831244,67.9328449414657,3.0659999847412096
Bolivia,Latin America & Caribbean,Lower middle income,5.822,2016,62.8959710638084,19.99959879351675,33941126193.9219,4.26391940393987,13.6323383869836,6.18482321057958,19.2,36.1,10887882,1098580.0,16.924317793532154,56.401034545295204,3.05599999427795
Bolivia,Latin America & Caribbean,Lower middle income,5.82299995422363,2017,62.1888241515707,20.7496723819147,37508642112.8799,4.19520701912501,15.3239220505428,3.2869667852671003,18.5,34.9,11051600,1098580.0,17.20901397926205,56.7046528441721,3.23280000686646
Brazil,Latin America & Caribbean,Upper middle income,6.983,2015,43.8242632414608,36.15805271824121,1802214373741.32,-3.54976724660116,16.2583827610954,-8.48427123497169,9.4,15.7,205962108,8515770.0,12.8248632636748,26.9536259376792,6.57748325665792
Brazil,Latin America & Caribbean,Upper middle income,6.952000000000001,2016,43.6443157926871,35.7332420572231,1793989048409.29,-3.4681628556260597,15.8021948074173,-5.572759206788599,9.6,16.3,207652865,8515770.0,12.789226916743699,24.5742827331193,11.609499931335401
Brazil,Latin America & Caribbean,Upper middle income,6.63500022888184,2017,43.47103624719401,34.896346546059696,2055505502224.73,0.97608568137602,16.5182115931805,1.6758949486428503,8.5,14.8,209288278,8515770.0,12.6929310649014,24.119756954131798,12.827300071716301
Bhutan,South Asia,Lower middle income,5.252999999999999,2015,47.2696462772325,18.8664046934208,2059809919.89325,6.64456425820161,23.9682731409364,4.414211523450519,18.3,33.4,787386,38393.9990234375,13.7660707463982,96.4182116610232,2.4500000476837203
Bhutan,South Asia,Lower middle income,5.1960000000000015,2016,46.4630145386249,16.5699350017814,2219675780.89539,8.02210122067797,32.588866120136196,2.42309729495487,17.6,32.0,797765,38393.9990234375,13.1221363901926,77.68976253585441,4.359999895095825
Bhutan,South Asia,Lower middle income,5.01100015640259,2017,45.8461627367307,16.5626994453509,2528007911.35353,4.62910139072935,30.797340572607602,5.503314404063969,16.9,30.8,807610,38393.9990234375,12.541425652015601,78.64533616169109,4.276149988174435
Botswana,Sub-Saharan Africa,Upper middle income,4.332,2015,55.0809943392412,29.3438538394978,14406496463.6055,-1.69793550237911,27.314008752457,3.2375881044097503,27.0,40.6,2209197,581730.0,24.711670189813198,105.794545059157,16.28279995918274
Botswana,Sub-Saharan Africa,Upper middle income,3.974,2016,54.9102244080015,25.8123931039954,15648632361.5749,4.31548650431786,34.4879442138474,1.55205652722226,26.2,39.3,2250260,581730.0,20.8476378152197,92.9109735459173,18.905333360036217
Botswana,Sub-Saharan Africa,Upper middle income,3.7660000324249294,2017,54.672446818419296,26.050006583877803,17406565823.2986,2.36008074547438,33.053263631285404,1.92972403467589,25.4,37.6,2291661,581730.0,22.144133743568897,73.7553416222414,17.039399623870878
Central African Republic,Sub-Saharan Africa,Low income,3.678,2015,90.03543961763,16.095473640154356,1583776805.9656801,4.79988608115663,-8.04407918447696,2.12125267128789,43.1,130.2,4546100,622980.0,15.968009034510498,47.190622189673796,5.029224991798399
Central African Republic,Sub-Saharan Africa,Low income,2.69300007820129,2017,88.1490353842532,17.381392803189584,1949411659.20453,4.29993805303965,-1.58899556022426,4.844105551947328,41.5,121.5,4659080,622980.0,17.717523008111915,44.2928877224955,13.39870023727415
Canada,North America,High income,7.427,2015,47.3310123302842,17.0391561327799,1559623393038.66,1.0008824940799201,21.6388099519227,0.25930821796964704,3.6,5.3,35832513,9984670.0,12.315988031546302,65.5277353225282,6.906499862670901
Canada,North America,High income,7.404,2016,48.2439168641162,17.336573805235698,1535767736946.18,1.4141027455769097,20.711852482871603,0.48152390840125703,3.5,5.2,36264604,9984670.0,12.175842272142699,64.352107043654,6.99889993667603
Canada,North America,High income,7.31599998474121,2017,49.274591681550895,17.3116528234479,1653042795255.04,3.0473506807596498,21.415858744162602,3.11435038597587,3.5,5.1,36708083,9984670.0,12.1518412615245,64.0626529567679,6.33970022201538
Switzerland,Europe & Central Asia,High income,7.5870000000000015,2015,48.7682390466929,17.1611226508458,679289166858.236,1.22638435945626,34.6341386028189,0.402126604208775,3.0,4.3,8282396,41290.400390625,9.849472442062991,112.76815948710501,4.80070018768311
Switzerland,Europe & Central Asia,High income,7.508999999999999,2016,49.3821398765529,17.446781492842298,668745279604.532,1.37588449583828,34.3321458684835,1.75819420234065,3.0,4.3,8373338,41290.400390625,9.76821094216059,120.40021405290001,4.91790008544922
Switzerland,Europe & Central Asia,High income,7.49399995803833,2017,49.94894555071771,17.4107840488182,678887336848.2521,1.08679221938421,34.3398704583782,4.55993547777169,3.0,4.2,8466017,41290.400390625,10.494625561838,118.904207841149,4.79670000076294
Chile,Latin America & Caribbean,High income,6.67,2015,45.47048627390921,21.643804522258602,243999477737.94,2.3052571383925198,23.560851970378998,0.334289776609921,5.3,7.9,17762681,756096.015625,17.4380140795419,58.9528438182819,4.23349992434184
Chile,Latin America & Caribbean,High income,6.705,2016,45.553782861493396,22.2013519159478,250036180921.053,1.2658676030013503,23.1002929476878,-2.35976747508863,5.2,7.7,17909754,756700.0,17.4174411372888,55.512703194035396,6.73820018768311
Chile,Latin America & Caribbean,High income,6.65199995040894,2017,45.7794571625146,22.415011204961502,277075944401.94104,1.4899060044616599,23.763860635450502,1.62958250960297,5.0,7.4,18054726,756700.0,17.4608726757044,55.695080725816204,6.9580998420715305
China,East Asia & Pacific,Upper middle income,5.14,2015,37.6684921504844,16.425221884437498,11064666282625.5,6.9002048167243695,47.42538074967089,3.2343339996772347,5.5,10.8,1371220000,9562911.25,9.37428211590801,39.453065524530004,1.8483499586582188
China,East Asia & Pacific,Upper middle income,5.245,2016,38.549146051708,8.527636239929992,11190992550229.5,6.69999999999993,46.2186800616607,3.3578926812744996,5.1,10.0,1378665000,9562910.0,9.15738553603272,37.03381667784,2.0640000402927408
China,East Asia & Pacific,Upper middle income,5.2729997634887695,2017,39.505421450884796,18.3980901104732,12237700479375.0,6.90000000000013,47.353185327781894,4.31784171009336,4.7,9.3,1386395000,9562910.0,14.8139001313996,37.8033995957306,3.9000000953674303
Cameroon,Sub-Saharan Africa,Lower middle income,4.252,2015,85.8683837080978,26.0469261298067,30916218544.4404,5.651463743628299,17.0461738234399,3.0767372582887997,26.5,90.1,22834522,475440.0,21.1512856950324,49.8692069982459,5.558599948883055
Cameroon,Sub-Saharan Africa,Lower middle income,4.513,2016,85.4205882355268,21.077197244618002,32621535418.9031,4.64848155096477,17.8823311934688,5.00753727779788,26.1,86.8,23439189,475440.0,13.489384413798817,43.2045179184235,4.739756402296899
Cameroon,Sub-Saharan Africa,Lower middle income,4.69500017166138,2017,84.8091302001784,28.9841078178669,34922782310.6416,3.54908731821561,18.907725132614,6.4658419762392,25.5,84.0,24053727,475440.0,23.236696233425494,41.189966944214795,14.07290382738466
Colombia,Latin America & Caribbean,Upper middle income,6.477,2015,45.615039230469996,27.5261000208776,293481748240.779,2.95594590662741,16.713351195239902,2.01168765954986,8.6,15.7,48228697,1141748.984375,14.994244133159,38.360764118445296,8.298999786376951
Colombia,Latin America & Caribbean,Upper middle income,6.481,2016,45.3930293588412,29.9174060749389,282856115393.175,1.9626142673221698,16.4199301520934,2.7808676307007794,8.3,15.2,48653419,1141748.984375,13.195965441608,35.9199284157351,8.69180011749268
Colombia,Latin America & Caribbean,Upper middle income,6.35699987411499,2017,45.1922740035789,21.889419377476447,314457601859.523,1.78919254621353,17.0018640438413,-1.9710905499005402,8.0,14.7,49065615,1141748.984375,12.363918853578701,34.2583641512139,8.8725004196167
Comoros,Sub-Saharan Africa,Low income,3.956,2015,75.54701507029341,16.095473640154356,988150249.5336881,1.0999646322438799,-3.09309631306024,5.218796856232305,33.1,73.2,777424,1861.0000610351601,15.968009034510498,36.9437708033427,5.029224991798399
Comoros,Sub-Saharan Africa,Low income,3.956,2016,75.1352695926283,16.8631950311951,1024261820.6281,2.1881974557357,0.21380889348411103,4.196214660147098,32.3,71.1,795601,1861.0000610351601,15.794756252944413,36.8804975117825,1.36699998378754
Costa Rica,Latin America & Caribbean,Upper middle income,7.226,2015,45.369324435134494,29.423344936417198,54775994478.4981,3.63173144148803,17.564404639205,-5.09096637406434,6.1,9.4,4807852,51100.0,13.657092988633199,62.518296399044,6.57748325665792
Costa Rica,Latin America & Caribbean,Upper middle income,7.0870000000000015,2016,45.200522058652105,27.948921733014302,57157992434.219,4.24598987825375,18.6409024919893,4.51430657561889,6.0,9.2,4857274,51100.0,13.910101247374598,63.927535198588494,7.526500020708353
Costa Rica,Latin America & Caribbean,Upper middle income,7.0789999961853,2017,45.1692695387034,21.889419377476447,57285984447.7113,3.28046452829018,18.4570270319751,3.40844336805523,5.9,9.0,4905769,51100.0,12.363918853578701,66.2646152486654,7.20705011487007
Cyprus,Europe & Central Asia,High income,5.689,2015,42.304604428537296,38.7517877247969,19680625485.1946,1.9623040096572,14.399566776099698,5.73302993587281,1.7,2.9,1160985,9250.0,24.0904721171282,128.823251636142,14.9083995819092
Cyprus,Europe & Central Asia,High income,5.546,2016,42.8476381384424,36.07045894582,20453761061.9469,4.81218762402544,16.0196212047463,12.659660694821,1.6,2.8,1170125,9250.0,23.968913262160502,129.67085266790002,12.949799537658699
Cyprus,Europe & Central Asia,High income,5.62099981307983,2017,43.362000442403705,17.4107840488182,22054225828.2623,4.23141452373656,16.7150036891469,9.46326457198856,1.6,2.7,1179551,9250.0,10.494625561838,133.574711868425,11.051500320434599
Czech Republic,Europe & Central Asia,High income,6.505,2015,49.5333030184828,33.4067121968117,186829940545.75897,5.309238519098139,33.9545187403322,5.20455786837992,1.6,3.1,10546059,78870.0,14.5558221526125,156.099863722896,5.04640007019043
Czech Republic,Europe & Central Asia,High income,6.596,2016,50.95275395831371,32.9438913610043,195305084919.138,2.593326020384,33.8232102303676,7.01406637784088,1.7,3.2,10566332,78870.0,14.658638576731901,151.598767294333,3.9514000415802
Czech Republic,Europe & Central Asia,High income,6.60900020599365,2017,52.441325696770605,17.4107840488182,215725534372.371,4.28907894123351,33.550365743964896,6.97157646570557,1.7,3.3,10591323,78870.0,10.494625561838,151.696096986003,2.88980007171631
Germany,Europe & Central Asia,High income,6.75,2015,52.0596259289746,27.9091551262465,3375611100742.22,1.7432053936599299,27.1423455390732,1.92393338321575,2.3,3.9,81686611,357408.984375,11.3681599395463,85.755786637754,4.62419986724854
Germany,Europe & Central Asia,High income,6.994,2016,52.343975279288394,27.857508627407302,3477796274496.8,1.94362542781317,27.169097183569,2.14104736141039,2.2,3.8,82348669,357580.0,11.242060399802801,84.26726674194109,4.1217999458313
Germany,Europe & Central Asia,High income,6.9510002136230495,2017,52.737438331532005,17.4107840488182,3677439129776.6,2.2228247553612004,27.3553250494124,2.96885653210815,2.2,3.7,82695000,357580.0,10.494625561838,86.89772779505721,3.74550008773804
Djibouti,Middle East & North Africa,Lower middle income,4.369,2015,56.5136825051262,29.403076317241755,1633741922.6873698,9.683798116481741,14.498110236375899,-7.3204613259668605,33.9,65.7,927414,23200.0,10.595854717757096,107.516747251432,12.339099884033185
Denmark,Europe & Central Asia,High income,7.527,2015,55.983359529614106,40.643271103463704,301298464861.385,1.6066089943387698,27.261201672530497,0.904029111315708,3.1,4.2,5683483,42920.0,33.9459466392516,104.058935192402,6.16830015182495
Denmark,Europe & Central Asia,High income,7.526,2016,56.31150251986361,39.231312095769404,306899653409.601,1.9640771294674702,27.1714581391139,5.38470228370815,3.1,4.3,5728010,42920.0,33.7391007191807,100.974122466919,6.18069982528687
Denmark,Europe & Central Asia,High income,7.52199983596802,2017,56.6476242088004,17.4107840488182,324871968807.469,2.24013892207479,28.063512338614398,1.83182502216084,3.1,4.3,5769603,42920.0,10.494625561838,103.36199562257099,5.742700099945071
Dominican Republic,Latin America & Caribbean,Upper middle income,4.885,2015,57.7573699138525,15.7255052364991,68802092020.9448,7.03337106918114,17.672233756231197,4.1162776356294,21.2,31.6,10528394,48670.0,13.2499960312919,53.9379181016125,6.57748325665792
Dominican Republic,Latin America & Caribbean,Upper middle income,5.155,2016,57.34584894472491,16.8944544244885,72342967648.3354,6.61220822292972,17.9470293007111,4.23848120904226,20.7,30.8,10648791,48670.0,13.5068443726483,53.8373648241106,7.526500020708353
Dominican Republic,Latin America & Caribbean,Upper middle income,5.230000019073491,2017,56.93447317698279,16.859699284130098,75931656814.657,4.5518151381840095,18.573021186730102,3.29761031143762,20.1,29.9,10766998,48670.0,13.7142105641633,52.920701451901905,5.83169984817505
Algeria,Middle East & North Africa,Upper middle income,5.605,2015,52.7249187566745,24.15200989748005,165979277276.90698,3.76346695783126,37.4289678801955,1.84288495687011,15.5,24.9,39871528,2381740.0,7.355782468729825,59.695129120419395,11.2061004638672
Algeria,Middle East & North Africa,Upper middle income,6.355,2016,53.90788742611011,25.8109174231301,160129866569.935,3.29999999975597,36.634345612344,6.02719147163479,15.2,24.5,40606052,2381740.0,7.733263694760949,55.8922435232785,10.202400207519501
Algeria,Middle East & North Africa,Upper middle income,5.8720002174377415,2017,55.0282166293324,25.7171891381908,167555280113.181,1.60000000052275,37.5361408087886,0.065230056523106,14.9,24.0,41318142,2381740.0,15.202402581994601,56.14035208489471,13.5699996948242
Ecuador,Latin America & Caribbean,Upper middle income,5.975,2015,55.577805535645105,22.80055358596937,99290381000.0,0.09887260834628399,24.142663930355898,-0.8079516510390191,7.9,15.1,16144368,256370.0,14.134988072473684,45.243877148583,3.6157000064849902
